year,month,fire_type,severity,burned_area_ha,forest_loss_ha,cumulative_loss_ha,cumulative_loss_percent,confidence,source,frp,latitude,longitude
2012,12,Agricultural fire,Low,1.12,0.46,7625.13,0.5555,99,MODIS,11.67,1.2599372703442395,28.66648968066835
2013,1,Wildfire/natural vegetation fire,Extreme,4.78,1.78,7626.91,0.5556,95,MODIS,142.08,1.6744815153577606,28.86249664558421
2013,1,Wildfire/natural vegetation fire,High,3.88,0.99,7627.9,0.5557,86,MODIS,97.11,1.2150789089937046,29.114159882283097
2013,1,Charcoal production,Extreme,5.98,4.19,7632.09,0.556,86,VIIRS,25.02,1.3562094035866528,28.255916342304072
2013,1,Hunting/fire camp,High,2.25,0.54,7632.63,0.5561,70,VIIRS,70.91,2.274250068472564,28.88981688822434
2013,1,Agricultural fire,High,0.78,0.36,7632.99,0.5561,88,MODIS,74.72,2.2867143973090736,29.102374932325617
2013,1,Agricultural fire,High,4.04,2.05,7635.04,0.5562,78,VIIRS,61.67,1.524286581567942,28.1287792313232
2013,1,Wildfire/natural vegetation fire,Extreme,4.88,4.02,7639.06,0.5565,70,MODIS,112.38,1.2615509749982536,29.146420571366356
2013,1,Agricultural fire,High,4.66,3.11,7642.17,0.5568,99,VIIRS,79.95,1.9391765579648061,29.122008674264247
2013,1,Agricultural fire,Moderate,3.29,2.4,7644.57,0.5569,98,VIIRS,34.34,1.127583402781759,28.950586648863414
2013,1,Wildfire/natural vegetation fire,Extreme,1.85,1.6,7646.17,0.557,78,MODIS,106.27,2.2721996475729918,29.123765718556324
2013,1,Charcoal production,Extreme,5.83,5.17,7651.34,0.5574,92,VIIRS,56.17,2.014638108562586,28.86099193835819
2013,1,Agricultural fire,High,4.96,2.57,7653.91,0.5576,82,MODIS,61.37,1.3701190527311828,28.714795780633164
2013,1,Wildfire/natural vegetation fire,Extreme,5.52,4.06,7657.97,0.5579,95,MODIS,120.57,1.1721804744787443,28.85630305257964
2013,1,Agricultural fire,High,5.19,3.88,7661.85,0.5582,96,VIIRS,78.83,2.0456462686273023,28.678412907919753
2013,1,Wildfire/natural vegetation fire,Extreme,5.33,2.77,7664.62,0.5584,67,MODIS,145.37,1.9099265567149457,28.841694205455592
2013,1,Wildfire/natural vegetation fire,Extreme,2.2,1.19,7665.81,0.5585,99,VIIRS,130.73,1.072026005901821,28.1661083625886
2013,1,Agricultural fire,Low,0.56,0.2,7666.01,0.5585,96,MODIS,23.71,2.2332128620559075,29.122428642296008
2013,1,Agricultural fire,Moderate,3.43,1.15,7667.16,0.5586,68,VIIRS,38.54,1.3246668492263987,28.2102340086774
2013,1,Agricultural fire,Moderate,3.96,2.44,7669.6,0.5588,83,VIIRS,50.65,1.1209727279567427,28.904470272033564
2013,1,Agricultural fire,Moderate,2.9,0.6,7670.2,0.5588,97,MODIS,27.54,1.3115529120778644,28.760960327028105
2013,1,Hunting/fire camp,Moderate,2.54,2.2,7672.4,0.559,66,MODIS,56.19,2.354943039610446,28.088887553789306
2013,1,Wildfire/natural vegetation fire,High,1.66,1.04,7673.44,0.559,80,VIIRS,85.97,1.2923169152413005,28.850104417026774
2013,1,Agricultural fire,High,4.4,1.39,7674.83,0.5591,98,VIIRS,70.0,2.3613604736379337,28.38019299452633
2013,1,Wildfire/natural vegetation fire,Extreme,1.13,0.51,7675.34,0.5592,98,VIIRS,128.04,2.467277442592259,28.989077299227006
2013,1,Agricultural fire,Moderate,2.32,1.87,7677.21,0.5593,67,VIIRS,10.59,1.3978699920001953,28.143079071297908
2013,1,Agricultural fire,High,4.46,3.62,7680.83,0.5596,77,VIIRS,20.12,1.1632404037427284,28.854864131125424
2013,1,Wildfire/natural vegetation fire,Extreme,2.23,1.53,7682.36,0.5597,99,VIIRS,105.4,2.3340523607218637,28.794573511058083
2013,1,Wildfire/natural vegetation fire,Extreme,3.07,2.39,7684.75,0.5599,68,MODIS,105.56,1.863680120533481,28.77136350214719
2013,1,Wildfire/natural vegetation fire,Extreme,1.24,0.83,7685.58,0.5599,66,VIIRS,143.26,1.269903239778716,28.58922829482857
2013,1,Wildfire/natural vegetation fire,Extreme,5.8,2.05,7687.63,0.5601,80,MODIS,83.52,1.1960609724803581,28.42797101946612
2013,1,Slash-and-burn agriculture,Extreme,5.75,3.09,7690.72,0.5603,73,VIIRS,131.14,1.5239619235588997,28.825215036102975
2013,1,Agricultural fire,Low,1.19,0.87,7691.59,0.5604,85,MODIS,29.08,1.5050213228302214,28.527256246784802
2013,1,Wildfire/natural vegetation fire,High,0.71,0.41,7692.0,0.5604,96,MODIS,92.27,2.4408837595199775,28.403091667162204
2013,1,Wildfire/natural vegetation fire,Extreme,4.84,2.1,7694.1,0.5605,61,MODIS,115.75,1.2099601309516084,28.03173064315296
2013,1,Wildfire/natural vegetation fire,Extreme,1.38,0.91,7695.01,0.5606,78,MODIS,138.15,1.3004637459990345,28.533361999465193
2013,1,Wildfire/natural vegetation fire,Extreme,3.8,2.69,7697.7,0.5608,61,VIIRS,104.35,1.8707045345959181,28.195934456778925
2013,1,Agricultural fire,Moderate,3.3,0.93,7698.63,0.5609,94,VIIRS,23.82,2.165266587741667,28.040683720011504
2013,1,Agricultural fire,High,5.26,2.54,7701.17,0.5611,78,VIIRS,27.6,1.7121547378258788,28.456843288053264
2013,1,Wildfire/natural vegetation fire,Extreme,4.44,2.8,7703.97,0.5613,75,MODIS,127.79,2.0346229613718005,28.95186738877406
2013,1,Hunting/fire camp,Moderate,2.02,0.72,7704.69,0.5613,76,MODIS,46.47,1.8405959878121416,28.478344973022196
2013,1,Wildfire/natural vegetation fire,High,1.09,0.81,7705.5,0.5614,70,VIIRS,99.95,1.452412316043267,28.597171563177547
2013,1,Wildfire/natural vegetation fire,High,3.03,0.77,7706.27,0.5614,96,MODIS,93.5,1.6165741561663256,28.382346091351224
2013,1,Agricultural fire,Moderate,0.65,0.17,7706.44,0.5614,84,VIIRS,59.6,1.0604878746695285,28.3791074758736
2013,1,Wildfire/natural vegetation fire,Extreme,3.61,1.62,7708.06,0.5616,90,MODIS,112.71,2.4844859742272227,28.633897821441412
2013,1,Wildfire/natural vegetation fire,High,2.68,1.31,7709.37,0.5617,63,VIIRS,92.89,1.0598325957390304,28.76877778074135
2013,1,Wildfire/natural vegetation fire,Extreme,6.16,4.72,7714.09,0.562,84,MODIS,109.94,1.7826169724347878,28.190588335452937
2013,1,Agricultural fire,Extreme,5.53,2.67,7716.76,0.5622,98,VIIRS,30.47,2.0141636865726964,28.760438032601176
2013,1,Wildfire/natural vegetation fire,High,3.61,1.94,7718.7,0.5623,94,MODIS,99.57,1.5739955062851498,28.984418861484343
2013,1,Agricultural fire,Moderate,2.8,1.5,7720.2,0.5624,91,MODIS,50.43,2.092664163146054,28.279886231651957
2013,1,Agricultural fire,High,1.82,0.95,7721.15,0.5625,80,VIIRS,79.7,1.1880974659105676,28.967003071344593
2013,1,Agricultural fire,High,5.05,2.05,7723.2,0.5627,97,MODIS,22.45,2.104268697391244,29.059488111939526
2013,1,Wildfire/natural vegetation fire,Extreme,4.51,3.19,7726.39,0.5629,85,VIIRS,121.42,2.41377724338303,28.68873463485921
2013,1,Agricultural fire,Moderate,3.98,1.91,7728.3,0.563,95,VIIRS,22.15,2.2886598237693576,28.666431505294593
2013,1,Wildfire/natural vegetation fire,Extreme,2.56,1.97,7730.27,0.5632,95,MODIS,115.15,1.320545719128999,29.061596576120582
2013,1,Agricultural fire,Moderate,2.69,2.39,7732.66,0.5633,71,MODIS,13.44,2.3603460619809864,28.85477965674673
2013,1,Hunting/fire camp,Moderate,3.05,1.86,7734.52,0.5635,63,VIIRS,39.65,1.6536657827860832,28.449222408343026
2013,1,Wildfire/natural vegetation fire,High,3.08,1.14,7735.66,0.5636,94,MODIS,98.4,1.4560308020266524,29.05930468254133
2013,1,Hunting/fire camp,High,3.56,2.28,7737.94,0.5637,68,MODIS,72.07,1.5244466140536277,28.009826349015924
2013,1,Hunting/fire camp,Moderate,3.54,1.23,7739.17,0.5638,83,VIIRS,24.81,1.5918602931500292,28.37773926102136
2013,1,Agricultural fire,Low,0.77,0.2,7739.37,0.5638,75,MODIS,28.73,1.2549547874719071,28.47415832824697
2013,1,Wildfire/natural vegetation fire,High,2.9,1.71,7741.08,0.564,100,VIIRS,98.7,1.7904920145070617,28.51055078667339
2013,1,Agricultural fire,High,4.76,2.67,7743.75,0.5642,96,MODIS,17.68,2.355745110513964,28.6159009553113
2013,1,Agricultural fire,Moderate,3.49,2.31,7746.06,0.5643,89,MODIS,43.7,1.2625815891829304,28.737026889033235
2013,1,Hunting/fire camp,Moderate,2.98,2.25,7748.31,0.5645,82,MODIS,54.27,2.402939409197098,28.424071930473634
2013,1,Agricultural fire,High,1.29,1.04,7749.35,0.5646,88,VIIRS,76.31,1.5403216731366451,28.485873124140166
2013,1,Agricultural fire,Moderate,2.44,1.52,7750.87,0.5647,91,VIIRS,22.87,2.4521777605400166,28.147341599627264
2013,1,Wildfire/natural vegetation fire,Extreme,2.55,0.79,7751.66,0.5647,89,VIIRS,121.03,2.4894013820682113,28.109108078957906
2013,1,Wildfire/natural vegetation fire,Extreme,5.47,3.39,7755.05,0.565,63,VIIRS,133.13,1.109613993960671,29.16379117914973
2013,1,Wildfire/natural vegetation fire,High,2.06,0.55,7755.6,0.565,77,VIIRS,85.61,1.0801351521314693,28.80049482330611
2013,1,Wildfire/natural vegetation fire,Extreme,1.67,0.9,7756.5,0.5651,61,VIIRS,116.05,1.0589757980445265,29.010780533123057
2013,1,Charcoal production,High,4.87,4.19,7760.69,0.5654,91,VIIRS,53.94,1.584461488548513,28.360658517175466
2013,1,Wildfire/natural vegetation fire,High,5.4,4.7,7765.39,0.5657,63,MODIS,94.38,2.3745511172649905,28.347732125651603
2013,1,Wildfire/natural vegetation fire,Extreme,1.77,0.89,7766.28,0.5658,69,VIIRS,146.34,1.8357582021968233,28.647490273906755
2013,1,Agricultural fire,Moderate,2.67,0.67,7766.95,0.5658,68,VIIRS,33.8,1.2773327130568424,28.49589692457017
2013,1,Wildfire/natural vegetation fire,High,3.43,2.49,7769.44,0.566,65,VIIRS,95.27,1.5150438012695557,28.910910096165797
2013,1,Agricultural fire,Low,1.05,0.54,7769.98,0.5661,67,MODIS,11.25,2.0106751808389554,28.536418111209773
2013,1,Wildfire/natural vegetation fire,Extreme,1.06,0.21,7770.19,0.5661,64,MODIS,149.44,1.4622490187368595,28.30483746739676
2013,1,Wildfire/natural vegetation fire,High,0.61,0.3,7770.49,0.5661,71,VIIRS,87.12,2.057028267916111,28.215488939216986
2013,1,Settlement-related fire,Moderate,3.74,0.78,7771.27,0.5662,83,MODIS,20.64,2.1206923233178716,28.5076649145555
2013,1,Agricultural fire,Moderate,3.06,2.24,7773.51,0.5663,98,MODIS,18.24,1.4446202439474392,29.06068179835261
2013,1,Wildfire/natural vegetation fire,Extreme,3.11,2.54,7776.05,0.5665,64,VIIRS,132.69,1.4354943241029503,28.6737426149786
2013,1,Wildfire/natural vegetation fire,Extreme,4.88,1.5,7777.55,0.5666,100,VIIRS,148.29,2.453979763942263,29.181526900474804
2013,1,Wildfire/natural vegetation fire,High,4.42,3.36,7780.91,0.5669,72,VIIRS,94.83,1.7569786412308974,28.381816135895104
2013,1,Wildfire/natural vegetation fire,Extreme,5.91,4.37,7785.28,0.5672,98,VIIRS,120.65,2.299946071959561,29.0705738449362
2013,1,Wildfire/natural vegetation fire,High,1.88,1.52,7786.8,0.5673,100,VIIRS,96.38,1.6646429228573467,28.937996653839242
2013,1,Wildfire/natural vegetation fire,Extreme,1.26,0.99,7787.79,0.5674,88,VIIRS,124.04,1.6369805141053728,28.381734016611762
2013,1,Wildfire/natural vegetation fire,High,4.5,2.22,7790.01,0.5675,64,VIIRS,85.49,2.4016459806575483,28.384167465994885
2013,1,Hunting/fire camp,Extreme,5.94,2.57,7792.58,0.5677,67,MODIS,79.21,1.8017762522699434,28.97547409401412
2013,1,Wildfire/natural vegetation fire,High,2.63,1.15,7793.73,0.5678,97,VIIRS,86.0,1.748013362384071,28.703162705523148
2013,1,Hunting/fire camp,High,3.48,1.58,7795.31,0.5679,85,MODIS,66.2,1.6508659283528018,29.03052787923709
2013,1,Agricultural fire,Moderate,3.56,1.78,7797.09,0.568,99,MODIS,12.46,2.415583585584587,28.32922852323129
2013,1,Agricultural fire,High,3.01,2.53,7799.62,0.5682,94,MODIS,76.15,1.3405390805788278,28.838457011350332
2013,1,Wildfire/natural vegetation fire,High,1.53,1.3,7800.92,0.5683,94,VIIRS,82.88,2.4625758764896672,28.908940530471998
2013,1,Hunting/fire camp,Moderate,0.68,0.41,7801.33,0.5684,81,MODIS,32.33,2.3848061566778007,28.665636408147204
2013,1,Agricultural fire,Extreme,5.71,2.71,7804.04,0.5685,88,VIIRS,23.41,1.437878848787406,28.690550037845107
2013,1,Wildfire/natural vegetation fire,High,4.44,1.63,7805.67,0.5687,61,MODIS,95.59,1.3554616433539373,28.905621149502124
2013,1,Wildfire/natural vegetation fire,High,2.34,1.69,7807.36,0.5688,97,MODIS,91.74,1.1586758254595593,28.83414673170523
2013,1,Wildfire/natural vegetation fire,Extreme,0.67,0.39,7807.75,0.5688,89,MODIS,144.08,1.5023939473316044,28.666314849695976
2013,1,Agricultural fire,High,5.34,2.86,7810.61,0.569,60,VIIRS,24.46,2.020446384148454,28.260363228045687
2013,1,Wildfire/natural vegetation fire,Extreme,6.04,5.41,7816.02,0.5694,89,VIIRS,123.02,1.0879447208865607,28.61501946653185
2013,1,Agricultural fire,Moderate,1.6,0.52,7816.54,0.5695,95,MODIS,54.88,2.1037223187991603,29.110550297102762
2013,1,Wildfire/natural vegetation fire,Extreme,2.82,2.3,7818.84,0.5696,61,MODIS,120.51,2.432756605758559,28.61231758818936
2013,1,Charcoal production,Extreme,6.11,4.1,7822.94,0.5699,97,VIIRS,22.92,1.5024718701934527,28.034455828711515
2013,1,Wildfire/natural vegetation fire,Extreme,3.3,1.13,7824.07,0.57,65,VIIRS,112.99,1.8022415740652629,29.060970649373402
2013,1,Agricultural fire,High,5.33,2.23,7826.3,0.5702,81,MODIS,20.32,2.4898904054264692,28.46214651334109
2013,1,Agricultural fire,Moderate,2.87,2.19,7828.49,0.5703,84,VIIRS,44.52,1.6310700257920914,28.003449983972178
2013,1,Agricultural fire,Low,1.88,0.8,7829.29,0.5704,95,VIIRS,9.4,2.2575956107898545,28.613370682432897
2013,1,Agricultural fire,Low,1.33,0.57,7829.86,0.5704,95,MODIS,5.67,1.4482833271769207,28.72323404501645
2013,1,Wildfire/natural vegetation fire,Extreme,5.71,1.18,7831.04,0.5705,61,VIIRS,140.0,1.4133096138188492,28.38731958584503
2013,1,Wildfire/natural vegetation fire,High,5.08,4.0,7835.04,0.5708,71,MODIS,83.1,2.4353841924963464,28.08769605080807
2013,1,Agricultural fire,High,2.5,1.05,7836.09,0.5709,64,MODIS,77.22,1.279157908526737,28.804594717329593
2013,1,Wildfire/natural vegetation fire,Extreme,5.29,4.16,7840.25,0.5712,69,MODIS,130.78,2.3298874075977154,28.309946249147025
2013,1,Wildfire/natural vegetation fire,Extreme,5.94,1.48,7841.73,0.5713,90,MODIS,126.61,2.0790144646117965,28.837739024080015
2013,1,Agricultural fire,High,1.76,1.43,7843.16,0.5714,89,MODIS,77.6,2.266587213612417,28.01489105079375
2013,1,Wildfire/natural vegetation fire,Extreme,5.53,1.5,7844.66,0.5715,85,VIIRS,123.16,1.0389249942887413,29.11663421743396
2013,1,Wildfire/natural vegetation fire,High,0.77,0.23,7844.89,0.5715,83,MODIS,97.64,2.3599850972019745,29.066159354346333
2013,1,Agricultural fire,High,1.14,0.57,7845.46,0.5716,79,MODIS,78.73,1.053954232076812,29.18899419328076
2013,1,Wildfire/natural vegetation fire,Extreme,4.59,2.94,7848.4,0.5718,70,VIIRS,119.09,2.416603956153459,29.095258098229383
2013,1,Agricultural fire,Moderate,1.8,0.43,7848.83,0.5718,73,MODIS,45.28,1.2644255105283504,28.372564870839923
2013,1,Wildfire/natural vegetation fire,High,3.84,2.45,7851.28,0.572,64,MODIS,97.3,1.1168686340630767,28.026401247951025
2013,2,Hunting/fire camp,High,1.53,1.17,7852.45,0.5721,68,MODIS,69.73,2.4567431016552166,28.077065261575612
2013,2,Wildfire/natural vegetation fire,Extreme,3.88,2.85,7855.3,0.5723,90,MODIS,131.34,2.3402263584721164,28.049850037789838
2013,2,Agricultural fire,High,4.92,1.22,7856.52,0.5724,72,VIIRS,64.49,1.3572984058888082,28.99946975936199
2013,2,Wildfire/natural vegetation fire,Extreme,4.26,2.73,7859.25,0.5726,91,MODIS,140.84,1.389913354438406,28.27772239461538
2013,2,Hunting/fire camp,Moderate,0.96,0.23,7859.48,0.5726,68,VIIRS,41.7,2.0528811620299603,28.552205883388275
2013,2,Wildfire/natural vegetation fire,Extreme,2.7,2.03,7861.51,0.5727,68,MODIS,108.99,1.22972418431975,28.81644998065931
2013,2,Wildfire/natural vegetation fire,Extreme,1.33,0.52,7862.03,0.5728,77,MODIS,140.8,2.2865764283624945,28.999104583513894
2013,2,Agricultural fire,Moderate,4.0,2.44,7864.47,0.573,72,VIIRS,39.88,2.405824606996242,28.28092216547031
2013,2,Hunting/fire camp,Moderate,0.86,0.67,7865.14,0.573,85,MODIS,30.08,2.194698659225506,29.022987168082757
2013,2,Wildfire/natural vegetation fire,Extreme,5.5,3.41,7868.55,0.5732,62,MODIS,135.03,1.3660728481513598,28.365034753986038
2013,2,Agricultural fire,Low,1.09,0.56,7869.11,0.5733,68,VIIRS,9.11,1.9783725722541408,28.950402583068282
2013,2,Agricultural fire,Moderate,2.2,1.2,7870.31,0.5734,97,VIIRS,31.1,2.3083015866742755,28.650928474669286
2013,2,Charcoal production,Extreme,6.19,5.4,7875.71,0.5738,99,MODIS,43.63,2.0947886402487557,29.106741167561943
2013,2,Mining-related fire,Extreme,0.76,0.47,7876.18,0.5738,69,VIIRS,142.61,1.3164552620336043,28.34571277537903
2013,2,Wildfire/natural vegetation fire,High,1.59,1.1,7877.28,0.5739,65,VIIRS,83.71,1.2625033574086915,28.206774360685507
2013,2,Hunting/fire camp,High,4.55,3.72,7881.0,0.5742,97,VIIRS,16.07,2.3542495812635638,28.616619889287698
2013,2,Wildfire/natural vegetation fire,Extreme,1.09,0.28,7881.28,0.5742,62,VIIRS,115.33,1.1139722287968465,29.072525237781182
2013,2,Wildfire/natural vegetation fire,Extreme,3.7,2.63,7883.91,0.5744,72,MODIS,125.55,1.7646270557968584,28.476149807367765
2013,2,Wildfire/natural vegetation fire,Extreme,0.72,0.4,7884.31,0.5744,81,MODIS,112.92,1.8775283347512688,28.18601623443322
2013,2,Agricultural fire,Moderate,3.62,2.14,7886.45,0.5746,76,MODIS,46.54,1.9530664428819597,29.036250738237392
2013,2,Wildfire/natural vegetation fire,Extreme,2.1,0.47,7886.92,0.5746,87,MODIS,100.98,1.6073170856579377,28.710188800229915
2013,2,Wildfire/natural vegetation fire,Extreme,1.67,0.77,7887.69,0.5746,81,VIIRS,131.52,1.5513666946241336,28.53197822631848
2013,2,Wildfire/natural vegetation fire,Extreme,4.28,3.19,7890.88,0.5749,74,VIIRS,131.69,1.5692454620882987,28.728448943953158
2013,2,Wildfire/natural vegetation fire,High,2.81,2.29,7893.17,0.575,69,MODIS,91.14,1.6985755710520736,28.877017153020503
2013,2,Agricultural fire,High,4.77,2.02,7895.19,0.5752,72,VIIRS,13.47,1.0263521395214275,28.706220237517584
2013,2,Hunting/fire camp,High,0.73,0.65,7895.84,0.5752,80,MODIS,66.75,2.3451180021405857,28.76343471330751
2013,2,Wildfire/natural vegetation fire,High,3.7,2.98,7898.82,0.5755,78,MODIS,90.39,2.4347730885117036,28.228462428395506
2013,2,Hunting/fire camp,Extreme,6.07,3.5,7902.32,0.5757,94,VIIRS,61.06,2.355809395992284,28.399286816771216
2013,2,Wildfire/natural vegetation fire,Extreme,2.32,2.06,7904.38,0.5759,90,MODIS,101.03,1.0677713882263342,28.940386957965334
2013,2,Wildfire/natural vegetation fire,High,0.66,0.37,7904.75,0.5759,91,VIIRS,88.32,1.0137934954311312,29.152617564861462
2013,2,Charcoal production,Extreme,5.85,4.42,7909.17,0.5762,73,VIIRS,6.87,1.4754924715625557,28.883207780264417
2013,2,Wildfire/natural vegetation fire,Extreme,3.85,1.4,7910.57,0.5763,90,VIIRS,122.87,1.872037024434222,28.590054443809702
2013,2,Mining-related fire,Extreme,5.48,3.58,7914.15,0.5766,74,VIIRS,115.59,1.7959323782609902,28.856307805429175
2013,2,Agricultural fire,High,4.41,2.43,7916.58,0.5767,69,VIIRS,21.88,1.8558050383884188,29.183647408082454
2013,2,Wildfire/natural vegetation fire,Extreme,2.4,0.74,7917.32,0.5768,69,VIIRS,109.17,2.0168384481807955,28.62550818464133
2013,2,Agricultural fire,Extreme,5.92,2.88,7920.2,0.577,77,MODIS,43.05,1.6823138025605342,28.934818379295287
2013,2,Wildfire/natural vegetation fire,Extreme,3.81,1.66,7921.86,0.5771,68,MODIS,142.27,2.143171336065274,28.83105148103581
2013,2,Wildfire/natural vegetation fire,High,2.74,2.11,7923.97,0.5773,79,VIIRS,90.18,1.3262316053324745,28.97049562125976
2013,2,Wildfire/natural vegetation fire,Extreme,5.79,4.42,7928.39,0.5776,97,MODIS,89.41,2.3046564612446874,28.54600157146113
2013,2,Wildfire/natural vegetation fire,Extreme,4.34,1.14,7929.53,0.5777,79,VIIRS,112.82,2.08318544348599,28.231194303403445
2013,2,Wildfire/natural vegetation fire,Extreme,5.54,3.59,7933.12,0.578,86,VIIRS,94.86,2.1902750329868863,28.292768067502735
2013,2,Agricultural fire,Moderate,3.5,1.28,7934.4,0.578,90,MODIS,41.73,1.25935775541409,28.44480229409517
2013,2,Wildfire/natural vegetation fire,Extreme,3.08,2.72,7937.12,0.5782,78,MODIS,116.14,2.0792239424854944,28.09410307019337
2013,2,Agricultural fire,Moderate,1.86,0.45,7937.57,0.5783,60,VIIRS,42.73,2.3427192494053286,28.568638743673567
2013,2,Agricultural fire,High,5.06,3.29,7940.86,0.5785,75,VIIRS,38.17,1.8777765741712187,28.688701463261484
2013,2,Agricultural fire,Extreme,6.23,3.38,7944.24,0.5788,73,MODIS,54.04,1.039891518222956,28.440740048634787
2013,2,Charcoal production,Extreme,5.73,4.9,7949.14,0.5791,88,MODIS,9.23,1.3843574382404324,28.1740876084789
2013,2,Wildfire/natural vegetation fire,High,5.13,3.53,7952.67,0.5794,89,VIIRS,95.83,1.9784303088084205,28.939556836614486
2013,3,Charcoal production,Extreme,5.7,4.76,7957.43,0.5797,96,VIIRS,105.59,1.603883180964915,29.056619426817743
2013,3,Agricultural fire,Moderate,3.8,0.81,7958.24,0.5798,84,MODIS,13.7,2.4314556391255495,29.179564914017448
2013,3,Agricultural fire,Moderate,1.07,0.69,7958.93,0.5798,87,MODIS,38.81,1.0838195948265592,28.898214239108608
2013,3,Agricultural fire,High,4.76,1.28,7960.21,0.5799,61,VIIRS,41.99,2.16506874427846,28.19185594886231
2013,3,Agricultural fire,Extreme,5.8,2.93,7963.14,0.5801,81,MODIS,6.49,1.015807543077472,28.904260262064707
2013,3,Agricultural fire,Extreme,4.08,3.41,7966.55,0.5804,82,MODIS,109.31,2.103555476301672,28.058305810160615
2013,4,Agricultural fire,High,4.97,3.19,7969.74,0.5806,78,MODIS,67.96,1.6223478818490291,29.0212779371755
2013,4,Agricultural fire,Extreme,3.87,2.03,7971.77,0.5808,68,VIIRS,137.54,1.8897751793181483,28.67704671451165
2013,4,Agricultural fire,Extreme,5.75,1.36,7973.13,0.5809,84,VIIRS,120.26,1.9646381203848193,28.77694635291155
2013,4,Agricultural fire,Extreme,1.39,0.81,7973.94,0.5809,74,VIIRS,107.16,1.9355204080830326,28.294456946689138
2013,4,Agricultural fire,High,3.53,2.67,7976.61,0.5811,60,MODIS,73.23,1.0457277664950513,28.73287826153879
2013,4,Agricultural fire,Extreme,5.81,3.31,7979.92,0.5814,100,VIIRS,116.09,2.12858416159112,28.12233111809421
2013,4,Agricultural fire,High,5.03,1.29,7981.21,0.5815,93,MODIS,98.03,2.075910836937397,28.26365134053806
2013,4,Agricultural fire,High,5.05,2.87,7984.08,0.5817,80,MODIS,39.55,1.008383609745069,28.547873198257737
2013,5,Agricultural fire,Moderate,0.7,0.26,7984.34,0.5817,60,MODIS,35.07,1.4081983848162074,28.696327699158264
2013,5,Agricultural fire,High,2.08,0.96,7985.3,0.5818,88,MODIS,98.55,2.0580959673491814,28.700721396938572
2013,5,Agricultural fire,Moderate,2.86,1.67,7986.97,0.5819,70,MODIS,59.26,1.5989981110347655,28.867483944811834
2013,5,Agricultural fire,High,4.86,3.08,7990.05,0.5821,62,MODIS,47.26,2.3632529769856623,28.14061525477586
2013,5,Agricultural fire,Moderate,3.58,1.36,7991.41,0.5822,74,VIIRS,7.25,2.2334911568117066,28.72764738643829
2013,5,Agricultural fire,High,5.16,3.67,7995.08,0.5825,90,VIIRS,24.34,1.053366426018121,28.49055637321435
2013,5,Agricultural fire,Low,0.85,0.25,7995.33,0.5825,97,VIIRS,8.99,1.3080841688718363,28.181369257906503
2013,5,Agricultural fire,Extreme,5.65,1.46,7996.79,0.5826,95,MODIS,32.91,1.4393691020178334,28.122907294779342
2013,5,Agricultural fire,Extreme,2.7,1.97,7998.76,0.5827,82,MODIS,122.85,2.2192980237580673,28.17868931440158
2013,5,Hunting/fire camp,High,5.18,1.57,8000.33,0.5828,70,MODIS,71.87,1.9819424353892099,28.842739823911973
2013,5,Hunting/fire camp,Extreme,5.9,2.01,8002.34,0.583,76,MODIS,95.24,1.5662084360733115,28.13029196107649
2013,5,Agricultural fire,High,5.28,3.33,8005.67,0.5832,75,MODIS,23.8,1.3998962951717886,28.80736428146661
2013,5,Agricultural fire,Low,1.85,0.61,8006.28,0.5833,63,VIIRS,20.74,2.3267921376702896,28.939490693946784
2013,5,Agricultural fire,High,1.1,0.82,8007.1,0.5833,72,MODIS,68.82,2.0458185479120834,28.265988342732285
2013,6,Agricultural fire,High,2.85,2.55,8009.65,0.5835,86,MODIS,97.47,1.1447836271987974,28.353727929423187
2013,6,Agricultural fire,High,2.31,0.59,8010.24,0.5836,100,VIIRS,99.67,1.8529461551266295,28.808328280451875
2013,6,Agricultural fire,Extreme,6.21,2.22,8012.46,0.5837,80,MODIS,126.11,1.64466898737111,28.837162104442623
2013,6,Agricultural fire,Moderate,2.59,1.24,8013.7,0.5838,88,MODIS,7.74,1.8263148907880113,28.423352274774064
2013,6,Hunting/fire camp,Extreme,2.88,2.25,8015.95,0.584,82,MODIS,109.25,1.0551039927794585,28.06529658175227
2013,6,Agricultural fire,Moderate,3.74,1.42,8017.37,0.5841,90,MODIS,23.53,1.7927732068147217,28.44761917175965
2013,6,Settlement-related fire,Moderate,1.6,0.33,8017.7,0.5841,85,VIIRS,34.52,1.1882669012112297,28.099852290494965
2013,7,Agricultural fire,High,2.09,1.14,8018.84,0.5842,91,VIIRS,93.15,1.3297963518610743,28.22486059760741
2013,7,Agricultural fire,High,4.81,3.27,8022.11,0.5844,90,MODIS,99.61,1.0547973958364614,29.00269874793727
2013,7,Agricultural fire,Moderate,3.24,2.04,8024.15,0.5846,95,VIIRS,5.21,1.7018356921121005,28.458864396834144
2013,7,Agricultural fire,Extreme,1.79,1.26,8025.41,0.5847,77,VIIRS,146.06,1.1879002824122928,28.283491979272526
2013,7,Agricultural fire,Extreme,4.85,2.32,8027.73,0.5848,79,VIIRS,130.07,2.0906164261117897,28.175715606350014
2013,7,Agricultural fire,Extreme,6.17,1.47,8029.2,0.585,71,VIIRS,110.6,2.350403821752086,28.197814900585033
2013,7,Hunting/fire camp,High,1.33,0.5,8029.7,0.585,81,VIIRS,78.73,1.7573243038154693,28.638365010434523
