year,latitude,longitude,province,territory,zone_name,area_ha,area_km2,percent_change,source_dataset,analysis_method,confidence_level,date_processed,hotspot_id,year_detected,logging_area_ha,logging_density,distance_to_road,forest_type,suspected_illegal_activity,hotspot_risk_level
2021,1.9791281779793861,27.632638475083326,Ituri,Wamba,Okapi Wildlife Reserve,71.77,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.98,2026-05-15,L-2021-003,2021,71.77,Low,3.36,Primary Tropical Forest,True,2
2021,1.3764043498465417,27.68230842602236,Ituri,Mambasa,Okapi Wildlife Reserve,78.39,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,L-2021-004,2021,78.39,Medium,1.9,Primary Tropical Forest,True,3
2021,1.6185741630674642,29.033764090818636,Ituri,Wamba,Okapi Wildlife Reserve,69.98,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,L-2021-005,2021,69.98,Low,6.65,Primary Tropical Forest,True,2
2021,1.9014636725300815,28.61019681733865,Ituri,Epulu,Okapi Wildlife Reserve,84.89,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.88,2026-05-15,L-2021-006,2021,84.89,High,5.59,Primary Tropical Forest,True,2
2021,2.078418788572602,29.543417483307678,Ituri,Mambasa,Okapi Wildlife Reserve,90.1,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,L-2021-007,2021,90.1,Low,9.62,Primary Tropical Forest,True,2
2021,1.4295688629094834,28.87034615563625,Ituri,Mambasa,Okapi Wildlife Reserve,72.44,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,L-2021-008,2021,72.44,Medium,6.66,Primary Tropical Forest,True,2
2021,1.1174679718899752,29.1623561893209,Ituri,Mambasa,Okapi Wildlife Reserve,71.47,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,L-2021-009,2021,71.47,Medium,1.84,Primary Tropical Forest,True,1
2021,2.319600916732302,28.686503151796586,Ituri,Epulu,Okapi Wildlife Reserve,67.7,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.94,2026-05-15,L-2021-010,2021,67.7,High,7.81,Primary Tropical Forest,True,4
2021,1.1796358055548724,29.24198226447899,Ituri,Mambasa,Okapi Wildlife Reserve,77.99,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,L-2021-011,2021,77.99,Low,8.43,Primary Tropical Forest,True,5
2022,1.9823385224057697,28.045987318300455,Ituri,Mambasa,Okapi Wildlife Reserve,88.34,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.94,2026-05-15,L-2022-000,2022,88.34,Medium,6.24,Primary Tropical Forest,True,1
2022,1.8657512709922688,29.6692860825295,Ituri,Mambasa,Okapi Wildlife Reserve,75.29,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,L-2022-001,2022,75.29,Low,0.83,Primary Tropical Forest,True,5
2022,2.299117029153649,29.170306495614696,Ituri,Wamba,Okapi Wildlife Reserve,86.73,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,L-2022-002,2022,86.73,Medium,8.97,Primary Tropical Forest,True,4
2022,1.2549484273375384,29.057012875747922,Ituri,Wamba,Okapi Wildlife Reserve,72.24,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,L-2022-003,2022,72.24,Low,3.29,Primary Tropical Forest,True,2
2022,1.4508796527352048,27.66776143203637,Ituri,Mambasa,Okapi Wildlife Reserve,85.24,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,L-2022-004,2022,85.24,Low,1.02,Primary Tropical Forest,True,1
2022,1.7219512643509864,29.420721323392193,Ituri,Epulu,Okapi Wildlife Reserve,75.96,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,L-2022-005,2022,75.96,High,7.72,Primary Tropical Forest,True,5
2022,1.3471033964923431,28.59129154940168,Ituri,Epulu,Okapi Wildlife Reserve,85.39,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.88,2026-05-15,L-2022-006,2022,85.39,Medium,4.0,Primary Tropical Forest,True,1
2022,2.2622424973528616,28.17716788745327,Ituri,Wamba,Okapi Wildlife Reserve,81.75,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,L-2022-007,2022,81.75,Medium,7.51,Primary Tropical Forest,True,1
2022,1.3768809022360786,27.74543327334539,Ituri,Wamba,Okapi Wildlife Reserve,84.21,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-05-15,L-2022-008,2022,84.21,Medium,9.12,Primary Tropical Forest,True,1
2023,1.4063928015594716,28.078183208099063,Ituri,Mambasa,Okapi Wildlife Reserve,80.21,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.94,2026-05-15,L-2023-000,2023,80.21,Medium,0.55,Primary Tropical Forest,True,4
2023,1.3944511318582369,28.990292732957382,Ituri,Epulu,Okapi Wildlife Reserve,86.14,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.94,2026-05-15,L-2023-001,2023,86.14,Medium,0.62,Primary Tropical Forest,True,1
2023,2.0194525172280153,27.922022992573634,Ituri,Mambasa,Okapi Wildlife Reserve,69.46,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-05-15,L-2023-002,2023,69.46,Medium,5.24,Primary Tropical Forest,True,3
2023,1.8857746163895475,27.943252396483683,Ituri,Epulu,Okapi Wildlife Reserve,87.18,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,L-2023-003,2023,87.18,Low,3.31,Primary Tropical Forest,True,1
2023,1.587689486466778,29.733529560869403,Ituri,Epulu,Okapi Wildlife Reserve,85.57,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-05-15,L-2023-004,2023,85.57,High,0.25,Primary Tropical Forest,True,5
2024,1.685879645877844,29.297040999190497,Ituri,Epulu,Okapi Wildlife Reserve,93.42,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.94,2026-05-15,L-2024-000,2024,93.42,Medium,1.0,Primary Tropical Forest,True,5
2024,1.5004857626000074,29.89532042091122,Ituri,Wamba,Okapi Wildlife Reserve,83.16,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,L-2024-001,2024,83.16,High,3.54,Primary Tropical Forest,True,4
2024,1.414238645402044,28.055656765100977,Ituri,Mambasa,Okapi Wildlife Reserve,77.3,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-05-15,L-2024-002,2024,77.3,Low,2.23,Primary Tropical Forest,True,3
2024,1.734421298538337,28.266695568679292,Ituri,Epulu,Okapi Wildlife Reserve,79.03,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-05-15,L-2024-003,2024,79.03,Low,2.98,Primary Tropical Forest,True,1
2024,2.1827404438628557,28.49955734455813,Ituri,Wamba,Okapi Wildlife Reserve,80.17,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,L-2024-004,2024,80.17,High,1.94,Primary Tropical Forest,True,3
2024,1.2876425027335472,27.642147405891482,Ituri,Mambasa,Okapi Wildlife Reserve,72.64,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,L-2024-005,2024,72.64,High,2.88,Primary Tropical Forest,True,2
2024,1.2861773069575357,27.603367034784146,Ituri,Mambasa,Okapi Wildlife Reserve,91.54,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,L-2024-006,2024,91.54,Medium,4.17,Primary Tropical Forest,True,2
2024,2.1773061452073272,28.913263353689935,Ituri,Wamba,Okapi Wildlife Reserve,78.77,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,L-2024-007,2024,78.77,Medium,5.95,Primary Tropical Forest,True,1
2024,2.1745527630240824,29.823898649627047,Ituri,Epulu,Okapi Wildlife Reserve,77.75,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,L-2024-008,2024,77.75,High,0.66,Primary Tropical Forest,True,1
2024,2.313734562423633,28.83693100366476,Ituri,Epulu,Okapi Wildlife Reserve,93.1,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-05-15,L-2024-009,2024,93.1,Medium,9.55,Primary Tropical Forest,True,3
2025,2.2817910596442825,28.175001389667504,Ituri,Wamba,Okapi Wildlife Reserve,93.21,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.88,2026-05-15,L-2025-000,2025,93.21,High,7.44,Primary Tropical Forest,True,1
2025,1.4629290854649524,27.6163019037501,Ituri,Wamba,Okapi Wildlife Reserve,98.06,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,L-2025-001,2025,98.06,Low,1.46,Primary Tropical Forest,True,3
2025,2.0041079335474032,27.670260445449653,Ituri,Epulu,Okapi Wildlife Reserve,83.54,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-05-15,L-2025-002,2025,83.54,High,1.2,Primary Tropical Forest,True,2
2025,1.6591247160279678,27.92154031622361,Ituri,Mambasa,Okapi Wildlife Reserve,81.01,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,L-2025-003,2025,81.01,Low,2.62,Primary Tropical Forest,True,1
2025,1.488981387326434,29.895352639470136,Ituri,Epulu,Okapi Wildlife Reserve,76.75,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,L-2025-004,2025,76.75,High,6.73,Primary Tropical Forest,True,1
2025,1.8872530063071933,28.378350962725488,Ituri,Epulu,Okapi Wildlife Reserve,93.76,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-05-15,L-2025-005,2025,93.76,Low,6.92,Primary Tropical Forest,True,4
2025,2.3563864002385504,28.211039868740368,Ituri,Epulu,Okapi Wildlife Reserve,98.21,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-05-15,L-2025-006,2025,98.21,Medium,3.68,Primary Tropical Forest,True,4
2025,1.622361607623838,29.261620836034865,Ituri,Wamba,Okapi Wildlife Reserve,89.61,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,L-2025-007,2025,89.61,Medium,8.68,Primary Tropical Forest,True,2
2025,1.5897912482964576,29.614849559829903,Ituri,Mambasa,Okapi Wildlife Reserve,89.48,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,L-2025-008,2025,89.48,Low,8.45,Primary Tropical Forest,True,3
2026,1.988956981054719,29.385861979216912,Ituri,Mambasa,Okapi Wildlife Reserve,100.9,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.85,2026-05-15,L-2026-000,2026,100.9,Low,6.33,Primary Tropical Forest,True,2
2026,2.07710905055316,28.092804610847043,Ituri,Wamba,Okapi Wildlife Reserve,98.01,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-05-15,L-2026-001,2026,98.01,Medium,8.44,Primary Tropical Forest,True,4
2026,1.9161677058501487,28.430991812607452,Ituri,Mambasa,Okapi Wildlife Reserve,84.34,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-05-15,L-2026-002,2026,84.34,Low,3.07,Primary Tropical Forest,True,1
2026,1.2532352215127336,28.744121190943,Ituri,Mambasa,Okapi Wildlife Reserve,87.7,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,L-2026-003,2026,87.7,Low,8.82,Primary Tropical Forest,True,2
2026,2.040151235922102,29.89440134758401,Ituri,Mambasa,Okapi Wildlife Reserve,72.93,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-05-15,L-2026-004,2026,72.93,Low,6.12,Primary Tropical Forest,True,4
2026,2.1078528834624453,28.81394526006298,Ituri,Wamba,Okapi Wildlife Reserve,89.37,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,L-2026-005,2026,89.37,High,0.48,Primary Tropical Forest,True,1
2026,1.79989436129432,28.39709531223882,Ituri,Mambasa,Okapi Wildlife Reserve,72.35,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-05-15,L-2026-006,2026,72.35,High,8.94,Primary Tropical Forest,True,3
2026,1.1811858942082445,29.832995288481367,Ituri,Wamba,Okapi Wildlife Reserve,83.62,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.88,2026-05-15,L-2026-007,2026,83.62,High,3.74,Primary Tropical Forest,True,1
2026,2.175021024980575,29.8807542586291,Ituri,Epulu,Okapi Wildlife Reserve,78.48,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.94,2026-05-15,L-2026-008,2026,78.48,High,8.51,Primary Tropical Forest,True,2
2026,1.8393360810146366,29.20559209620727,Ituri,Epulu,Okapi Wildlife Reserve,74.0,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-05-15,L-2026-009,2026,74.0,High,4.88,Primary Tropical Forest,True,3
