mining_site_id,concession_id,mining_type,mineral_type,operator_name,artisanal_or_industrial,year,mining_area_ha,forest_loss_due_to_mining_ha,burned_area_related_ha,carbon_loss_tons,habitat_loss_ha,biodiversity_risk_level,proximity_to_river_km,proximity_to_road_km,inside_protected_area,source_dataset,source_provider,source_url,retrieval_date,processing_method,confidence_level,date_processed,latitude,longitude
CONC-2023-001,CAMI-3306,ZEA (Artisanal Zone),Copper,Alphamin Bisie Mining,Industrial,2023,25.35,21.0,2.53,5249.51,23.1,Medium,4.3,6.76,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,2.215967858744481,27.683127923169682
SITE-2023-002,CAMI-5432,PE (Exploitation),Tungsten,Independent Miners,Artisanal,2023,45.25,42.66,4.53,10665.18,46.93,Critical,3.64,2.09,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.8367121606391092,29.78843155261034
CONC-2023-003,CAMI-9654,PR (Exploration),Diamond,Banro Corporation,Industrial,2023,19.54,14.67,1.95,3667.14,16.14,Critical,0.54,11.81,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,1.329510582065415,29.26983167385042
SITE-2023-004,CAMI-2751,PR (Exploration),Diamond,Artisanal Cooperatives,Artisanal,2023,48.17,39.91,4.82,9976.87,43.9,Medium,4.71,14.83,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15,1.706246826714054,28.967943669863917
SITE-2024-000,CAMI-3393,PR (Exploration),Copper,Alphamin Bisie Mining,Artisanal,2024,49.55,36.89,4.96,9221.61,40.58,Medium,3.48,6.68,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,2.112010448539645,28.157440650605952
CONC-2024-001,CAMI-5474,PE (Exploitation),Tantalum,Banro Corporation,Industrial,2024,17.47,15.49,1.75,3873.51,17.04,Critical,0.79,18.79,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.3753258538393096,29.363848179434232
CONC-2024-002,CAMI-2577,PE (Exploitation),Tantalum,Banro Corporation,Industrial,2024,19.45,13.79,1.95,3446.46,15.16,Critical,2.32,5.78,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15,1.908205710250829,27.640507916106035
SITE-2024-003,CAMI-5653,ZEA (Artisanal Zone),Tin,Independent Miners,Artisanal,2024,47.34,37.5,4.73,9375.66,41.25,Medium,4.31,9.04,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15,2.0428609573517624,27.685982904321055
CONC-2024-004,CAMI-2645,PR (Exploration),Tungsten,Alphamin Bisie Mining,Industrial,2024,19.06,16.47,1.91,4116.46,18.11,High,4.63,11.66,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15,1.3275617271593934,29.004725302988575
SITE-2024-005,CAMI-6583,PE (Exploitation),Tin,Kibali Goldmines,Artisanal,2024,45.1,33.63,4.51,8408.51,37.0,Critical,1.41,18.55,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,2.1354743783039494,29.755360955275233
CONC-2024-006,CAMI-4712,PE (Exploitation),Copper,Banro Corporation,Industrial,2024,19.17,17.03,1.92,4258.6,18.74,High,1.7,2.04,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,2.1705318340997497,29.837289568112194
CONC-2024-007,CAMI-1461,PR (Exploration),Copper,Independent Miners,Industrial,2024,24.76,19.54,2.48,4884.94,21.49,Medium,4.21,7.65,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15,1.7634467828673248,28.392332682532853
CONC-2025-000,CAMI-2870,ZEA (Artisanal Zone),Copper,Banro Corporation,Industrial,2025,18.07,15.75,1.81,3936.51,17.32,Medium,3.98,0.87,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,1.555497959920893,27.89153500248148
SITE-2025-001,CAMI-2288,PR (Exploration),Tantalum,Independent Miners,Artisanal,2025,42.69,29.91,4.27,7477.96,32.9,High,0.62,10.38,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.98,2026-05-15,1.373527077186594,27.732510387801035
CONC-2025-002,CAMI-1666,ZEA (Artisanal Zone),Copper,Banro Corporation,Industrial,2025,25.3,20.14,2.53,5034.76,22.15,Medium,2.51,17.19,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,1.220847850534519,27.965695449038144
CONC-2025-003,CAMI-1205,PE (Exploitation),Gold,Alphamin Bisie Mining,Industrial,2025,17.56,13.92,1.76,3478.91,15.31,Critical,1.33,10.43,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15,2.3578766770666393,28.73411405149378
SITE-2025-004,CAMI-5228,PR (Exploration),Diamond,Artisanal Cooperatives,Artisanal,2025,46.72,34.4,4.67,8600.4,37.84,High,4.21,8.88,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,1.7863572627772197,29.809710406357105
CONC-2025-005,CAMI-5036,PE (Exploitation),Diamond,Independent Miners,Industrial,2025,18.77,13.32,1.88,3330.65,14.65,Critical,1.24,12.97,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15,1.9578005748064804,28.429151713805133
SITE-2025-006,CAMI-9310,PE (Exploitation),Tungsten,Artisanal Cooperatives,Artisanal,2025,43.42,31.26,4.34,7815.08,34.39,High,4.16,0.68,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15,1.1595918110077708,29.466489233853245
CONC-2025-007,CAMI-4037,ZEA (Artisanal Zone),Tin,Artisanal Cooperatives,Industrial,2025,19.34,14.49,1.93,3622.09,15.94,High,4.21,13.4,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,2.3609937265403547,29.309679129659045
CONC-2026-000,CAMI-2386,PE (Exploitation),Tungsten,Kibali Goldmines,Industrial,2026,24.68,19.69,2.47,4921.62,21.66,High,2.22,2.06,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,1.1823729883504446,27.799080756021148
CONC-2026-001,CAMI-4690,PE (Exploitation),Tantalum,Artisanal Cooperatives,Industrial,2026,24.65,17.27,2.46,4317.95,19.0,Critical,3.86,1.35,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15,1.3940774787906114,29.819459797245678
CONC-2026-002,CAMI-8480,PR (Exploration),Tantalum,Independent Miners,Industrial,2026,24.46,21.05,2.45,5261.31,23.15,Critical,3.75,12.24,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15,1.644076227496783,29.065979162943044
SITE-2026-003,CAMI-2054,ZEA (Artisanal Zone),Gold,Kibali Goldmines,Artisanal,2026,49.17,45.04,4.92,11260.16,49.54,Medium,4.36,0.54,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15,1.9936474004825087,28.57448449892056
CONC-2026-004,CAMI-6167,PE (Exploitation),Copper,Alphamin Bisie Mining,Industrial,2026,21.27,18.04,2.13,4510.43,19.85,Critical,1.73,17.34,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.7236603969319555,27.652409254828967
CONC-2026-005,CAMI-8376,PE (Exploitation),Tin,Independent Miners,Industrial,2026,23.12,17.03,2.31,4257.45,18.73,High,0.68,7.62,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,1.4400032016641529,28.365811969216782
SITE-2026-006,CAMI-7175,ZEA (Artisanal Zone),Tantalum,Banro Corporation,Artisanal,2026,52.01,49.09,5.2,12272.97,54.0,Medium,0.56,9.32,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,2.26308914769145,28.060655021657052
